AnonID,Programme,HolyroodGTEvents,TotalEvents,TransitionRecords
Student22294,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),16,25,98
Student22296,Education (Child and Adolescent Psychology) (MSc) - 1 Year (Full-time) (Year 1),14,16,81
Student22298,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),16,27,98
Student22302,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,40,61
Student22304,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),16,26,95
Student22307,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),14,41,65
Student22310,Architecture (MA Hons) (Year 1),1,23,1
Student22312,Translation Studies (MSc) (Full-time) (Year 1),1,20,10
Student22314,Education (MSc) (Full-time) (Year 1),13,13,87
Student22317,Language Education (MSc) - 1 Year (Full-time) (Year 1),21,34,102
Student22319,Education (Research) (MSc) - 1 Year (Full-time) (Year 1),15,19,72
Student22321,Medicine (Pre-Clinical) (MBChB) (Year 1),2,194,3
Student22322,Language Education (MSc) - 1 Year (Full-time) (Year 1),16,32,87
Student22323,Medicine (Pre-Clinical) (MBChB) (Year 1),1,200,1
Student22324,Comparative Education and International Development (CEID) (MSc) - 1 Year (Full-time) (Year 1),14,15,84
Student22326,Medicine (Pre-Clinical) (MBChB) (Year 1),2,194,12
Student22328,Medicine (Pre-Clinical) (MBChB) (Year 1),2,195,5
Student22329,Medicine (Pre-Clinical) (MBChB) (Year 1),1,193,1
Student22331,Education (MSc) (Full-time) (Year 1),12,15,85
Student22332,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),17,26,106
Student22333,Comparative Education and International Development (CEID) (MSc) - 1 Year (Full-time) (Year 1),16,17,96
Student22336,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),21,51,77
Student22337,Education (MSc) (Full-time) (Year 1),13,13,88
Student22338,Language Education (MSc) - 1 Year (Full-time) (Year 1),19,34,97
Student22339,Language Education (MSc) - 1 Year (Full-time) (Year 1),16,30,101
Student22340,Language Education (MSc) - 1 Year (Full-time) (Year 1),19,35,94
Student22341,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),16,40,83
Student22342,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,42,76
Student22345,Education (MSc) (Full-time) (Year 1),13,16,77
Student22346,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),17,44,72
Student22348,Education (MSc) (Full-time) (Year 1),19,21,81
Student22351,Education (MSc) (Full-time) (Year 1),11,21,60
Student22356,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),14,42,75
Student22357,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),16,46,61
Student22358,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,40,74
Student22361,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,40,64
Student22362,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,45,71
Student22364,Education (MSc) (Full-time) (Year 1),15,15,90
Student22366,Full Year Courses for Visiting Students (CAHSS) Southern Hemisphere (Year 1),1,13,1
Student22367,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),13,43,69
Student22370,Education (MSc) (Full-time) (Year 1),16,20,76
Student22371,Education (Early Childhood Practice and Froebel) (MSc) - 1 Year (Full-time) (Year 1),14,17,76
Student22378,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,41,60
Student22379,Medicine (Pre-Clinical) (MBChB) (Year 1),4,196,17
Student22383,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),21,22,85
Student22384,Education (MSc) (Full-time) (Year 1),14,17,87
Student22385,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,45,70
Student22386,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,1
Student22390,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,40,68
Student22392,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),22,53,72
Student22393,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,34,11
Student22394,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),14,43,74
Student22395,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),18,28,103
Student22397,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,12
Student22398,Medicine (Pre-Clinical) (MBChB) (Year 1),1,196,5
Student22400,Counselling Studies (MSc) (Full-time) (Year 1),2,45,11
Student22408,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),17,26,95
Student22412,"Management of Bioeconomy, Innovation and Governance (MSc) (Full-time) (Year 1)",2,15,9
Student22413,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),13,38,78
Student22414,Translation Studies (MSc) (Full-time) (Year 1),1,21,10
Student22415,Language Education (MSc) - 1 Year (Full-time) (Year 1),20,35,98
Student22416,Education (MSc) (Full-time) (Year 1),14,15,81
Student22421,Medicine (Pre-Clinical) (MBChB) (Year 1),1,198,1
Student22425,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,5
Student22429,Education (MSc) (Full-time) (Year 1),12,14,71
Student22430,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),13,45,52
Student22431,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),14,27,88
Student22433,Sport Management (BSc Hons) (Year 1),12,18,86
Student22434,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,2
Student22439,Education (Early Childhood Practice and Froebel) (MSc) - 1 Year (Full-time) (Year 1),15,22,71
Student22444,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),16,42,75
Student22445,Education (MSc) (Full-time) (Year 1),15,17,85
Student22446,Medicine (Pre-Clinical) (MBChB) (Year 1),1,194,1
Student22452,Economics and Politics (MA Hons) (Year 1),1,42,5
Student22453,Medicine (Pre-Clinical) (MBChB) (Year 1),2,195,3
Student22456,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),16,26,93
Student22457,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),16,43,70
Student22466,Architecture (MA Hons) (Year 1),1,23,1
Student22473,Education (MSc) (Full-time) (Year 1),16,16,89
Student22474,Language Education (MSc) - 1 Year (Full-time) (Year 1),19,33,98
Student22479,History and Politics (MA Hons) (Year 1),1,30,5
Student22488,Translation Studies (MSc) (Full-time) (Year 1),1,23,10
Student22489,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),21,22,85
Student22491,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student22506,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student22508,"Government, Policy and Society with Quantitative Methods MA (Hons) (Year 1)",1,21,2
Student22514,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,2
Student22522,Medicine (Pre-Clinical) (MBChB) (Year 1),3,195,10
Student22524,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,1
Student22530,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,36,2
Student22531,"Management of Bioeconomy, Innovation and Governance (MSc) (Full-time) (Year 1)",2,15,9
Student22538,Medicine (Pre-Clinical) (MBChB) (Year 1),2,198,7
Student22540,Translation Studies (MSc) (Full-time) (Year 1),1,23,10
Student22542,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student22562,Dance Science and Education (MSc) (Full-time) (Year 1),69,103,81
Student22563,Global Health Policy (MSc) - 1 Year (Year 1),1,25,11
Student22567,Medicine (Pre-Clinical) (MBChB) (Year 1),3,192,6
Student22571,Linguistics and Social Anthropology (MA Hons) (Year 1),2,30,22
Student22572,Computer Science (BEng Hons) (Year 1),1,46,9
Student22576,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,2
Student22580,Medicine (Pre-Clinical) (MBChB) (Year 1),4,197,7
Student22587,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),11,39,63
Student22592,Medicine (Pre-Clinical) (MBChB) (Year 1),1,194,2
Student22608,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,2
Student22612,Medicine (Pre-Clinical) (MBChB) (Year 1),3,197,6
Student22614,Medicine (Pre-Clinical) (MBChB) (Year 1),3,197,6
Student22617,Geography (BSc Hons) (Year 1),2,25,22
Student22623,Architecture (MA Hons) (Year 1),1,23,1
Student22624,Social Anthropology and Politics (MA Hons) (Year 1),1,35,5
Student22625,English and Scottish Literature (MA Hons) (Year 1),4,28,16
Student22629,Medicine (Pre-Clinical) (MBChB) (Year 1),1,199,1
Student22630,Music (BMus) (Year 1),1,19,11
Student22633,Medicine (Pre-Clinical) (MBChB) (Year 1),1,200,1
Student22634,Medicine (Pre-Clinical) (MBChB) (Year 1),2,201,6
Student22637,Medicine (Pre-Clinical) (MBChB) (Year 1),1,194,1
Student22640,Education (MSc) (Full-time) (Year 1),13,15,84
Student22648,Counselling Studies (MSc) (Full-time) (Year 1),1,41,8
Student22652,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student22654,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,42,62
Student22668,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,5
Student22673,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),20,21,64
Student22676,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),14,43,69
Student22678,Translation Studies (MSc) (Full-time) (Year 1),1,20,10
Student22690,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,7
Student22701,Architecture (MA Hons) (Year 1),1,23,1
Student22719,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,2
Student22721,Architecture (MA Hons) (Year 1),1,23,1
Student22724,History of Art (MA Hons) (Year 1),1,28,5
Student22728,Medicine (Pre-Clinical) (MBChB) (Year 1),3,200,8
Student22729,Landscape Architecture (MA Hons) (Year 1),1,33,1
Student22737,Architecture (MA Hons) (Year 1),1,23,1
Student22748,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student22750,Medicine (Pre-Clinical) (MBChB) (Year 1),3,196,6
Student22752,Architecture (MA Hons) (Year 1),1,23,1
Student22759,Education (MSc) (Full-time) (Year 1),13,18,83
Student22780,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,3
Student22782,Computer Science (BSc Hons) (Year 1),1,46,9
Student22786,Medicine (Pre-Clinical) (MBChB) (Year 1),3,199,6
Student22793,Architecture (MA Hons) (Year 1),1,23,1
Student22795,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,1
Student22797,Medicine (Pre-Clinical) (MBChB) (Year 1),3,198,10
Student22810,Medicine (Pre-Clinical) (MBChB) (Year 1),2,194,12
Student22811,Medicine (Pre-Clinical) (MBChB) (Year 1),1,198,1
Student22812,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,8,11
Student22813,Education (MSc) (Full-time) (Year 1),16,16,87
Student22820,Language Education (MSc) - 1 Year (Full-time) (Year 1),22,36,102
Student22834,Translation Studies (MSc) (Full-time) (Year 1),1,21,10
Student22837,Counselling Studies (MSc) (Full-time) (Year 1),1,41,8
Student22845,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student22848,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student22854,Global Health Policy (MSc) - 1 Year (Year 1),3,23,17
Student22859,Architecture (MA Hons) (Year 1),1,23,1
Student22860,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,39,11
Student22864,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student22865,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,1
Student22870,Medicine (Pre-Clinical) (MBChB) (Year 1),1,198,5
Student22876,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,5
Student22877,AHSS Cert (HE) International Foundation Programme - UCAS Entry (Year 1),26,26,263
Student22880,Economics (MSc) (Full-time) (Year 1),5,64,5
Student22881,Medicine (Pre-Clinical) (MBChB) (Year 1),1,199,1
Student22884,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,3
Student22888,Medicine (Pre-Clinical) (MBChB) (Year 1),1,199,1
Student22894,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,39,71
Student22899,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,1
Student22902,Performance Psychology (MSc) (Full-time) (Year 1),39,44,160
Student22906,Architecture (MA Hons) (Year 1),1,23,1
Student22908,Architecture (MA Hons) (Year 1),1,23,1
Student22911,Medicine (Pre-Clinical) (MBChB) (Year 1),2,195,7
Student22914,Medicine (Pre-Clinical) (MBChB) (Year 1),2,198,5
Student22920,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),14,42,73
Student22923,Language Education (MSc) - 1 Year (Full-time) (Year 1),23,38,98
Student22926,Primary Education PGDE (Year 1),98,146,120
Student22932,Social Anthropology (MA Hons) (Year 1),1,37,5
Student22934,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,5
Student22946,Economics with Management Science (MA Hons) (Year 1),1,42,1
Student22950,Architecture (MA Hons) (Year 1),1,23,1
Student22951,Medicine (Pre-Clinical) (MBChB) (Year 1),2,193,5
Student22955,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,5
Student22956,Medicine (Pre-Clinical) (MBChB) (Year 1),2,201,2
Student22960,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,3
Student22969,Medicine (Pre-Clinical) (MBChB) (Year 1),2,194,12
Student22971,Medicine (Pre-Clinical) (MBChB) (Year 1),1,194,2
Student22972,Medicine (Pre-Clinical) (MBChB) (Year 1),3,198,8
Student22976,Medicine (Pre-Clinical) (MBChB) (Year 1),3,194,6
Student22981,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,12
Student22986,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),14,26,89
Student22987,Archaeology and Social Anthropology (MA Hons) (Year 1),1,30,5
Student22994,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,2
Student22996,Architecture (MA Hons) (Year 1),1,23,1
Student22998,Medicine (Pre-Clinical) (MBChB) (Year 1),2,199,3
Student23019,Medicine (Pre-Clinical) (MBChB) (Year 1),4,196,17
Student23021,Medicine (Pre-Clinical) (MBChB) (Year 1),3,199,8
Student23022,Medicine (Pre-Clinical) (MBChB) (Year 1),3,195,6
Student23023,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,3
Student23038,Public Policy (MSc) - 1 Year (Full-time) (Year 1),1,13,11
Student23042,Artificial Intelligence (MSc) (Full-time) (Year 1),1,30,6
Student23045,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,5
Student23046,Applied Sport Science (BSc Hons) (Year 1),13,32,98
Student23052,Education (MSc) (Full-time) (Year 1),13,15,82
Student23060,Medicine (Pre-Clinical) (MBChB) (Year 1),3,198,8
Student23062,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student23067,Chemistry (BSc Hons) (Year 1),2,40,22
Student23073,Applied Mathematics (BSc Hons) (Year 2),1,28,9
Student23087,Translation Studies (MSc) (Full-time) (Year 1),1,20,10
Student23089,Dance Science and Education (MSc) (Full-time) (Year 1),69,103,81
Student23090,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,42,11
Student23099,"Global Premodern Art: History, Heritage and Curation (MSc) - 1 Year (Full-Time) (Year 1)",1,12,10
Student23101,Medicine (Pre-Clinical) (MBChB) (Year 1),2,198,12
Student23105,Architecture (MA Hons) (Year 1),1,23,1
Student23106,Medicine (Pre-Clinical) (MBChB) (Year 1),1,201,1
Student23112,Medicine (Pre-Clinical) (MBChB) (Year 1),2,193,5
Student23116,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,2
Student23118,English Language and Literature (MA Hons) (Year 1),2,26,22
Student23119,Architecture (MA Hons) (Year 1),1,23,1
Student23121,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,2
Student23122,Medicine (Pre-Clinical) (MBChB) (Year 1),1,194,2
Student23123,Medicine (Pre-Clinical) (MBChB) (Year 1),1,199,1
Student23125,Medicine (Pre-Clinical) (MBChB) (Year 1),1,192,1
Student23126,Education (MSc) (Full-time) (Year 1),14,16,82
Student23129,Outdoor Environmental and Sustainability Education (MSc) (Full-time) - 15 Months (Year 1),27,95,27
Student23140,Nursing (BN) (Year 1),7,36,50
Student23146,Architecture (MA Hons) (Year 1),1,23,1
Student23147,Law and History (LLB Hons) (Year 1),1,36,9
Student23148,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,1
Student23158,Medicine (Pre-Clinical) (MBChB) (Year 1),1,200,1
Student23163,Medicine (Pre-Clinical) (MBChB) (Year 1),1,199,2
Student23166,Computer Science (BEng Hons) (Year 1),1,49,9
Student23170,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,2
Student23177,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,5
Student23184,French and History (MA Hons) (Year 1),1,32,11
Student23185,Medicine (Pre-Clinical) (MBChB) (Year 1),4,196,17
Student23187,Medicine (Pre-Clinical) (MBChB) (Year 1),1,196,2
Student23195,Economics (Econometrics) (MSC) - 1 Year (Full-time) (Year 1),5,71,5
Student23200,Medicine (Pre-Clinical) (MBChB) (Year 1),1,198,1
Student23203,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,3
Student23207,Medicine (Pre-Clinical) (MBChB) (Year 1),3,198,13
Student23209,Applied Sport Science (BSc Hons) (Year 1),17,27,119
Student23210,Education (MSc) (Full-time) (Year 1),14,19,79
Student23213,Medicine (Pre-Clinical) (MBChB) (Year 1),2,198,6
Student23215,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,5
Student23224,Psychology (BSc Hons) - 4 Years (Full-time) (Year 1),1,27,1
Student23241,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,3
Student23243,Medicine (Pre-Clinical) (MBChB) (Year 1),2,203,2
Student23253,Geography (MA Hons) (Year 1),1,23,2
Student23256,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,12
Student23257,Medicine (Pre-Clinical) (MBChB) (Year 1),3,197,6
Student23268,Architecture (MA Hons) (Year 1),1,23,1
Student23272,Geography (MA Hons) (Year 1),1,22,2
Student23273,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,5
Student23278,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,5
Student23284,Public Policy (MSc) - 1 Year (Full-time) (Year 1),1,17,11
Student23295,Medicine (Pre-Clinical) (MBChB) (Year 1),1,193,1
Student23306,Medicine (Pre-Clinical) (MBChB) (Year 1),3,197,6
Student23318,Law (LLB Hons) (Year 1),1,34,9
Student23327,Medicine (Pre-Clinical) (MBChB) (Year 1),1,192,1
Student23328,Medicine (Pre-Clinical) (MBChB) (Year 1),2,195,5
Student23338,Psychology and Economics (MA Hons) (Year 1),1,47,2
Student23347,Medicine (Pre-Clinical) (MBChB) (Year 1),1,198,2
Student23359,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,1
Student23360,Medicine (Pre-Clinical) (MBChB) (Year 1),1,199,1
Student23367,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student23368,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,38,2
Student23370,Performance Psychology (MSc) (Full-time) (Year 1),39,45,159
Student23377,Architecture (MA Hons) (Year 1),1,23,1
Student23382,Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),3,26,12
Student23388,Dance Science and Education (MSc) (Full-time) (Year 1),58,92,90
Student23411,"Management of Bioeconomy, Innovation and Governance (MSc) (Full-time) (Year 1)",2,14,9
Student23412,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student23428,Architecture (MA Hons) (Year 1),1,23,1
Student23433,English Language and Literature (MA Hons) (Year 1),1,28,9
Student23447,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,36,2
Student23450,Geographical Information Science (MSc) (Full-time) (Year 1),1,17,1
Student23454,Astrophysics (BSc Hons) (Year 1),24,71,42
Student23464,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),16,41,89
Student23465,Medicine (Pre-Clinical) (MBChB) (Year 1),5,196,18
Student23467,Medicine (Pre-Clinical) (MBChB) (Year 1),2,199,3
Student23472,Architecture (MA Hons) (Year 1),1,23,1
Student23483,Computer Science (BEng Hons) (Year 1),1,44,9
Student23484,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student23485,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,5
Student23487,Linguistics and Social Anthropology (MA Hons) (Year 1),2,31,22
Student23494,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,6
Student23500,Education (MSc) (Full-time) (Year 1),18,20,85
Student23523,Law and International Relations (LLB Hons) (Year 1),1,35,9
Student23528,Medicine (Pre-Clinical) (MBChB) (Year 1),2,193,5
Student23529,Medicine (Pre-Clinical) (MBChB) (Year 1),1,192,1
Student23532,Medicine (Pre-Clinical) (MBChB) (Year 1),1,196,1
Student23533,Medicine (Pre-Clinical) (MBChB) (Year 1),1,194,1
Student23534,Computer Science and Mathematics (BSc Hons) (Year 1),1,48,2
Student23538,Computer Science (BSc Hons) (Year 1),1,46,9
Student23545,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,42,80
Student23546,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),16,26,93
Student23553,Psychological Therapies (MSc) - 2 Years (Year 1),2,22,4
Student23555,Education (MSc) (Full-time) (Year 1),12,12,88
Student23559,Medicine (Pre-Clinical) (MBChB) (Year 1),2,195,5
Student23581,Counselling Studies (MSc) (Full-time) (Year 1),1,43,10
Student23587,Architecture (MA Hons) (Year 1),1,23,1
Student23588,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,117
Student23589,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,34,11
Student23593,Economics with Finance (MA Hons) (Year 1),1,47,2
Student23602,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student23606,Architecture (MA Hons) (Year 1),1,23,1
Student23607,Medicine (Pre-Clinical) (MBChB) (Year 1),1,199,1
Student23610,Medicine (Pre-Clinical) (MBChB) (Year 1),1,195,2
Student23614,Nursing (BN) (Year 1),9,38,50
Student23619,Medicine (Pre-Clinical) (MBChB) (Year 1),1,197,2
Student23621,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,25,6
Student23636,Education (MSc) (Full-time) (Year 1),12,12,88
Student23639,Education (MSc) (Full-time) (Year 1),14,15,89
Student23643,Medicine (Pre-Clinical) (MBChB) (Year 1),2,193,5
Student23652,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),13,40,65
Student23663,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,42,71
Student23666,Architecture (MA Hons) (Year 1),1,23,1
Student23667,Education (MSc) (Full-time) (Year 1),19,19,89
Student23673,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,39,71
Student23681,Medicine (Pre-Clinical) (MBChB) (Year 1),1,198,5
Student23688,Medicine (Pre-Clinical) (MBChB) (Year 1),1,196,2
Student23689,Medicine (Pre-Clinical) (MBChB) (Year 1),2,197,6
Student23699,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,3
Student23700,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,12
Student23708,Medicine (Pre-Clinical) (MBChB) (Year 1),1,199,1
Student23710,Medicine (Pre-Clinical) (MBChB) (Year 1),2,196,5
Student23715,Medicine (Pre-Clinical) (MBChB) (Year 1),1,196,1
Student23721,Design Informatics (MA (eca)) (Year 1),1,11,10
Student23722,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,39,2
Student23723,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student23725,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,44,74
Student23729,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,26,6
Student23736,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),1,21,2
Student23742,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),2,14,12
Student23745,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,36,11
Student23748,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student23751,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student23754,Medical Anthropology (MSc) (Full-time) (Year 1),3,16,33
Student23755,Translation Studies (MSc) (Full-time) (Year 1),1,21,10
Student23757,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",1,16,3
Student23758,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student23759,Comparative Education and International Development (CEID) (MSc) - 1 Year (Full-time) (Year 1),16,17,86
Student23761,Performance Psychology (MSc) (Full-time) (Year 1),39,45,159
Student23763,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,43,69
Student23777,Education (MSc) (Full-time) (Year 1),14,18,86
Student23780,International Development (MSc) (Full-time) (Year 1),2,17,6
Student23782,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,39,2
Student23789,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,42,2
Student23794,Dance Science and Education (MSc) (Full-time) (Year 1),58,92,86
Student23798,Education (MSc) (Full-time) (Year 1),18,20,83
Student23800,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),14,40,67
Student23804,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,15,11
Student23817,International Development (MSc) (Full-time) (Year 1),2,18,6
Student23821,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),17,26,110
Student23822,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),21,53,71
Student23824,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student23825,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student23828,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,37,76
Student23831,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,36,2
Student23833,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,40,71
Student23834,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,33,11
Student23838,Economics (Econometrics) (MSC) - 1 Year (Full-time) (Year 1),5,71,5
Student23841,"Innovation, Technology and the Law (LLM) (Full-time) (Year 1)",2,12,22
Student23845,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,24,6
Student23847,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student23850,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,38,2
Student23852,Economics (MSc) (Full-time) (Year 1),5,63,5
Student23853,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,36,2
Student23855,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,41,2
Student23861,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),16,24,107
Student23862,Public Policy (MSc) - 1 Year (Full-time) (Year 1),1,18,11
Student23863,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),15,41,66
Student23865,Economics (MSc) (Full-time) (Year 1),5,66,5
